Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Set/3 Ocean Scent Candle Jewel Box,Set/3 Ocean Scent Candle Jewel Box,Product,24,1944,5,0.459045,0.474092,0.000005,0.001233,0.001233,0.000098,0,5,379,0.764493,211,0.021179
Metal Sign Neighbourhood Witch,Metal Sign Neighbourhood Witch,Product,45,5107,5,0.466774,0.48295,0.000042,0.002962,0.002962,0.00012,0,5,780,0.887879,879,0.050324
Decorative Cats Bathroom Bottle,Decorative Cats Bathroom Bottle,Product,415,33547,4,0.527958,0.570894,0.000465,0.020947,0.020947,0.00043,0,14,493,0.556266,47786,0.357307
Folding Umbrella Chocolate Polkadot,Folding Umbrella Chocolate Polkadot,Product,4,232,5,0.350363,0.363002,0,0.000047,0.000047,0.000079,0,14,775,0.833333,5,0.000881
Hall Cabinet With 3 Drawers,Hall Cabinet With 3 Drawers,Product,6,434,5,0.362246,0.377744,0,0.000151,0.000151,0.000066,0,5,156,1,15,0.002603
Assorted Monkey Suction Cup Hook,Assorted Monkey Suction Cup Hook,Product,52,3567,5,0.468958,0.485476,0.000001,0.003293,0.003293,0.000089,0,7,143,0.795626,1055,0.055932
Set 12 Retro White Chalk Sticks,Set 12 Retro White Chalk Sticks,Product,661,72490,4,0.557911,0.619276,0.000507,0.036171,0.036171,0.0007,0,5,387,0.571503,124662,0.611368
Ribbon Reel Christmas Present,Ribbon Reel Christmas Present,Product,463,47376,4,0.530754,0.578633,0.000065,0.028386,0.028386,0.000446,0,16,117,0.730779,78159,0.478955
Mini Jigsaw Bake A Cake,Mini Jigsaw Bake A Cake,Product,182,27843,4,0.480015,0.510297,0.000011,0.010361,0.010361,0.000287,0,11,763,0.782527,12889,0.175352
Set/3 Vanilla Scented Candle In Box,Set/3 Vanilla Scented Candle In Box,Product,56,4297,5,0.471163,0.487554,0.000018,0.003432,0.003432,0.00013,0,5,379,0.776623,1196,0.058515
Eau De Nile Heart Shape Photo Frame,Eau De Nile Heart Shape Photo Frame,Product,23,2420,5,0.453928,0.470127,0.000002,0.001295,0.001295,0.000091,0,14,436,0.841897,213,0.022181
Ping Microwave Apron,Ping Microwave Apron,Product,86,5268,5,0.482235,0.49929,0.000007,0.006128,0.006128,0.000111,0,14,81,0.860465,3145,0.104237
Pocket Mirror Woodland,Pocket Mirror Woodland,Product,37,2519,4,0.430744,0.452705,0,0.001638,0.001638,0.000083,0,14,51,0.993994,662,0.028079
Woodland Storage Box Small,Woodland Storage Box Small,Product,22,1705,5,0.448383,0.466065,0,0.001554,0.001554,0.000073,0,21,638,0.935065,216,0.026414
Photo Frame 3 Classic Hanging,Photo Frame 3 Classic Hanging,Product,55,4011,5,0.472529,0.488194,0.000003,0.003589,0.003589,0.000097,0,5,736,0.900337,1337,0.061233
Glass Jar Peacock Bath Salts,Glass Jar Peacock Bath Salts,Product,53,6083,5,0.468789,0.485284,0.000004,0.003015,0.003015,0.000118,0,7,656,0.864296,1191,0.051744
Red Retrospot Tissue Box,Red Retrospot Tissue Box,Product,269,31378,4,0.507596,0.539748,0.000504,0.014561,0.014561,0.000394,0,14,578,0.572935,20652,0.247855
Christmas Table Silver Candle Spike,Christmas Table Silver Candle Spike,Product,262,21889,4,0.504843,0.536902,0.00001,0.017061,0.017061,0.000237,0,16,800,0.855927,29265,0.288157
Gin & Tonic Diet Greeting Card,Gin & Tonic Diet Greeting Card,Product,405,48820,4,0.523503,0.566929,0.000251,0.023522,0.023522,0.000499,0,6,248,0.651889,53331,0.398089
Lovely Bonbon Sticker Sheet,Lovely Bonbon Sticker Sheet,Product,16,988,5,0.439386,0.457975,0,0.000996,0.000996,0.000067,0,7,741,0.908333,109,0.016978
Filigree Heart Bird White,Filigree Heart Bird White,Product,304,24786,4,0.511582,0.546783,0.000034,0.018919,0.018919,0.000274,0,16,557,0.771908,35551,0.319931
Wrap Christmas Screen Print,Wrap Christmas Screen Print,Product,36,2904,5,0.43289,0.454829,0.000001,0.001766,0.001766,0.000085,0,16,288,0.666667,420,0.029915
Ivory Hanging Decoration Egg,Ivory Hanging Decoration Egg,Product,37,3247,5,0.455993,0.473548,0.000002,0.001105,0.001105,0.000101,0,14,866,0.662162,441,0.019386
Ribbon Reel Hearts Design,Ribbon Reel Hearts Design,Product,394,40058,4,0.522559,0.564914,0.000086,0.024492,0.024492,0.000396,0,21,522,0.733858,56816,0.413943
Cake Plate Lovebird Pink,Cake Plate Lovebird Pink,Product,76,5208,5,0.473216,0.491807,0.000002,0.003095,0.003095,0.000121,0,14,898,0.865263,2466,0.053977
Wooden Advent Calendar Cream,Wooden Advent Calendar Cream,Product,105,8053,4,0.470397,0.493509,0.000001,0.006792,0.006792,0.000122,0,16,425,0.94011,5133,0.115024
French Blue Metal Door Sign 2,French Blue Metal Door Sign 2,Product,118,13763,4,0.485289,0.505468,0.000007,0.008113,0.008113,0.000216,0,5,635,0.873244,6028,0.137936
Round Cake Tin Vintage Green,Round Cake Tin Vintage Green,Product,68,5580,5,0.47176,0.489473,0.000001,0.004595,0.004595,0.000109,0,7,396,0.914838,2084,0.078181
Silver Stars Table Decoration,Silver Stars Table Decoration,Product,433,46017,4,0.524346,0.57099,0.000086,0.024915,0.024915,0.000439,0,16,122,0.668003,62477,0.420868
Set Of 12 Mini Loaf Baking Cases,Set Of 12 Mini Loaf Baking Cases,Product,756,122428,4,0.568747,0.637087,0.00041,0.040292,0.040292,0.001067,0,7,306,0.543204,155025,0.680718
Office Mug Warmer Polkadot,Office Mug Warmer Polkadot,Product,143,10557,4,0.489206,0.511416,0.000005,0.010361,0.010361,0.000147,0,16,541,0.911553,9255,0.17535
Black Heart Card Holder,Black Heart Card Holder,Product,145,27649,5,0.486376,0.509651,0.00082,0.007469,0.007469,0.000434,0,5,156,0.597605,6239,0.127231
Doormat Vintage Leaf,Doormat Vintage Leaf,Product,75,7682,5,0.472529,0.490944,0.000018,0.004806,0.004806,0.000128,0,5,133,0.83027,2304,0.081688
Set Of 36 Dinosaur Paper Doilies,Set Of 36 Dinosaur Paper Doilies,Product,42,3591,5,0.467193,0.48279,0,0.003181,0.003181,0.000086,0,7,732,0.957027,824,0.054117
Pink Horse Sock Puppet Kit,Pink Horse Sock Puppet Kit,Product,15,981,5,0.413061,0.434229,0,0.000874,0.000874,0.000065,0,11,196,1,105,0.014709
Wall Art The Magic Forest,Wall Art The Magic Forest,Product,12,1603,5,0.410135,0.430647,0,0.000263,0.000263,0.000089,0,5,516,1,66,0.004624
Retrospot Tea Set Ceramic 11 Pc,Retrospot Tea Set Ceramic 11 Pc,Product,963,130394,4,0.596748,0.677347,0.000944,0.046583,0.046583,0.001179,0,11,722,0.438881,203291,0.787965
Money Box Housekeeping Design,Money Box Housekeeping Design,Product,4,210,5,0.348536,0.360041,0.000001,0.00007,0.00007,0.000086,0,21,368,0.5,3,0.001221
Owl Doorstop,Owl Doorstop,Product,201,15432,5,0.499329,0.525608,0.0001,0.01304,0.01304,0.000207,0,21,379,0.817015,16422,0.220982
Heart Wooden Christmas Decoration,Heart Wooden Christmas Decoration,Product,597,68251,4,0.549325,0.606389,0.000183,0.033538,0.033538,0.000648,0,16,779,0.632002,112437,0.566458
Money Box Pocket Money Design,Money Box Pocket Money Design,Product,21,1280,4,0.450787,0.467511,0.001182,0.001107,0.001107,0.000207,0,21,368,0.533333,112,0.018994
Milk Pan Blue Polkadot,Milk Pan Blue Polkadot,Product,92,6159,5,0.464279,0.487203,0.000005,0.003238,0.003238,0.000134,0,14,463,0.896321,3752,0.05663
Pantry Hook Spatula,Pantry Hook Spatula,Product,3,291,5,0.389188,0.408775,0,0.00009,0.00009,0.000167,0,7,161,1,3,0.001566
Classic French Style Basket Natural,Classic French Style Basket Natural,Product,16,991,5,0.455276,0.47035,0.000041,0.000922,0.000922,0.000094,0,14,430,0.75,90,0.01588
Set Of 9 Heart Shaped Balloons,Set Of 9 Heart Shaped Balloons,Product,396,43203,4,0.520992,0.564467,0.000115,0.022648,0.022648,0.000432,0,7,17,0.649623,50807,0.383516
Regency Sugar Tongs,Regency Sugar Tongs,Product,316,36070,4,0.51058,0.54771,0.000073,0.019938,0.019938,0.000362,0,7,61,0.760076,37829,0.337196
Blue Calculator Ruler,Blue Calculator Ruler,Product,122,9073,4,0.488106,0.507898,0.00001,0.007377,0.007377,0.000146,0,14,254,0.782685,5777,0.125672
Enamel Watering Can Cream,Enamel Watering Can Cream,Product,33,2489,5,0.46544,0.480263,0,0.002413,0.002413,0.000081,0,5,163,0.954545,504,0.041254
Wrap Billboard Fonts Design,Wrap Billboard Fonts Design,Product,208,31437,4,0.495531,0.523887,0.000053,0.011742,0.011742,0.000325,0,6,684,0.689614,14846,0.19905
Tea Time Tea Towels,Tea Time Tea Towels,Product,4,5240,5,0.437028,0.453895,0,0.000249,0.000249,0.000108,0,5,133,1,6,0.004279
Birdcage Decoration Tealight Holder,Birdcage Decoration Tealight Holder,Product,44,3487,5,0.461893,0.478984,0.000001,0.00257,0.00257,0.000089,0,5,397,0.861522,815,0.043661
Wake Up Cockerel Tile Coaster,Wake Up Cockerel Tile Coaster,Product,31,2529,5,0.463949,0.47892,0.000002,0.001933,0.001933,0.000089,0,14,345,0.748387,348,0.033093
Star Wooden Christmas Decoration,Star Wooden Christmas Decoration,Product,632,71811,4,0.553761,0.613328,0.000278,0.034591,0.034591,0.000689,0,16,395,0.596572,118954,0.58434
Tea Party Birthday Card,Tea Party Birthday Card,Product,810,129345,4,0.577059,0.648248,0.000966,0.041169,0.041169,0.001164,0,7,875,0.493418,161666,0.696397
Plasters In Tin Vintage Paisley,Plasters In Tin Vintage Paisley,Product,1006,175813,4,0.60394,0.686141,0.001245,0.047435,0.047435,0.001552,0,7,745,0.415764,210175,0.802961
Columbian Candle Round,Columbian Candle Round,Product,36,2669,5,0.460505,0.476727,0.00081,0.001713,0.001713,0.000191,0,5,782,0.653782,389,0.029427
Retrospot Padded Seat Cushion,Retrospot Padded Seat Cushion,Product,152,11784,4,0.484567,0.509529,0.000031,0.008675,0.008675,0.000163,0,7,290,0.717846,8238,0.147439
Origami Jasmine Incense/Candle Set,Origami Jasmine Incense/Candle Set,Product,64,4275,4,0.475808,0.49191,0.000007,0.003837,0.003837,0.000111,0,14,782,0.726687,1465,0.065496
Childrens Toy Cooking Utensil Set,Childrens Toy Cooking Utensil Set,Product,89,6067,4,0.480546,0.498401,0,0.007249,0.007249,0.000106,0,16,15,0.969356,3796,0.123001
Blue/Cream Stripe Cushion Cover,Blue/Cream Stripe Cushion Cover,Product,19,1525,5,0.446692,0.464051,0.000007,0.00124,0.00124,0.000131,0,21,825,0.707602,121,0.021136
Grow Your Own Flowers Set Of 3,Grow Your Own Flowers Set Of 3,Product,2,117,5,0.334446,0.342038,0,0.000033,0.000033,0.000058,0,11,501,1,1,0.000579
Christmas Gingham Tree,Christmas Gingham Tree,Product,629,78373,4,0.552587,0.612273,0.000208,0.034957,0.034957,0.000724,0,16,382,0.610108,120500,0.590405
Glass Jar Digestive Biscuits,Glass Jar Digestive Biscuits,Product,110,7532,5,0.483757,0.503479,0.000008,0.008038,0.008038,0.000124,0,7,493,0.866389,5194,0.136621
Doctor's Bag Soft Toy,Doctor's Bag Soft Toy,Product,7,400,5,0.422503,0.441667,0.000748,0.000474,0.000474,0.000119,0,21,517,0.714286,15,0.008059
Joy Wooden Block Letters,Joy Wooden Block Letters,Product,4,282,5,0.4,0.419807,0,0.000261,0.000261,0.000069,0,16,507,1,6,0.004437
Pink Polkadot Garden Parasol,Pink Polkadot Garden Parasol,Product,10,690,5,0.451803,0.46691,0.000015,0.000776,0.000776,0.000094,0,21,517,0.822222,37,0.013293
Overnight Bag Vintage Rose Paisley,Overnight Bag Vintage Rose Paisley,Product,135,9799,4,0.489482,0.510521,0.000003,0.009517,0.009517,0.000141,0,21,175,0.929464,8407,0.16142
World War 2 Gliders Asstd Designs,World War 2 Gliders Asstd Designs,Product,1082,223257,4,0.616076,0.701234,0.004731,0.048329,0.048329,0.002115,0,11,293,0.372116,217621,0.819232
Grow A Flytrap Or Sunflower In Tin,Grow A Flytrap Or Sunflower In Tin,Product,685,84310,4,0.559588,0.623241,0.00053,0.036951,0.036951,0.000801,0,11,49,0.555816,130211,0.624421
Gingham Babushka Doorstop,Gingham Babushka Doorstop,Product,7,511,5,0.360094,0.374795,0,0.00007,0.00007,0.000086,0,14,345,0.714286,15,0.001317
Red Enchanted Forest Placemat,Red Enchanted Forest Placemat,Product,61,4729,5,0.475547,0.491264,0.000004,0.00462,0.00462,0.000107,0,21,481,0.92459,1692,0.078617
Camouflage Led Torch,Camouflage Led Torch,Product,334,30981,4,0.5137,0.551931,0.000368,0.021162,0.021162,0.000343,0,16,501,0.748989,41652,0.35746
Red Flower Crochet Food Cover,Red Flower Crochet Food Cover,Product,15,908,5,0.455833,0.470779,0.000007,0.000977,0.000977,0.000095,0,7,420,0.714286,75,0.016839
Set Of 72 Skull Paper Doilies,Set Of 72 Skull Paper Doilies,Product,167,20396,4,0.491142,0.515861,0.000039,0.010642,0.010642,0.000234,0,7,876,0.771661,10696,0.180582
Heart Of Wicker Large,Heart Of Wicker Large,Product,884,119782,4,0.588927,0.663501,0.001887,0.042552,0.042552,0.001192,0,5,756,0.439721,171617,0.720633
Carrot Charlie+Lola Coaster Set,Carrot Charlie+Lola Coaster Set,Product,30,2205,5,0.467025,0.481114,0.000002,0.001642,0.001642,0.000085,0,14,782,0.744828,324,0.028301
Set/20 Red Retrospot Paper Napkins,Set/20 Red Retrospot Paper Napkins,Product,1349,308689,4,0.661086,0.753869,0.007206,0.053385,0.053385,0.002934,0,7,432,0.285213,259323,0.907909
Cute Cats Tape,Cute Cats Tape,Product,216,21348,5,0.49105,0.522474,0.000261,0.007798,0.007798,0.000362,0,14,258,0.522222,12126,0.1355
Black Pirate Treasure Chest,Black Pirate Treasure Chest,Product,84,5834,5,0.480812,0.498107,0.000002,0.005998,0.005998,0.000107,0,21,87,0.878657,3063,0.10184
Blue Polkadot Beaker,Blue Polkadot Beaker,Product,187,22194,4,0.488106,0.5165,0.000316,0.007798,0.007798,0.00037,0,14,861,0.452188,7864,0.133839
White Rocking Horse Hand Painted,White Rocking Horse Hand Painted,Product,437,44990,4,0.526571,0.572877,0.000167,0.024755,0.024755,0.000463,0,16,107,0.65314,62222,0.418731
Enchanted Bird Coathanger 5 Hook,Enchanted Bird Coathanger 5 Hook,Product,186,14797,5,0.49572,0.521227,0.000006,0.012701,0.012701,0.000181,0,5,546,0.878756,15119,0.215103
Medium Chinese Style Scissor,Medium Chinese Style Scissor,Product,19,2727,5,0.409748,0.431383,0.000001,0.000472,0.000472,0.000098,0,14,825,0.707602,121,0.008212
Home Building Block Word,Home Building Block Word,Product,582,58338,4,0.547939,0.603735,0.000425,0.032568,0.032568,0.0006,0,5,612,0.613778,103772,0.55045
Doormat Welcome Puppies,Doormat Welcome Puppies,Product,99,18564,5,0.48028,0.499418,0.000026,0.006525,0.006525,0.000243,0,5,138,0.84498,4099,0.111026
Columbian Cube Candle,Columbian Cube Candle,Product,3,250,5,0.379607,0.397902,0,0.000103,0.000103,0.000067,0,5,782,1,3,0.001774
Toadstool Bedside Light,Toadstool Bedside Light,Product,5,318,5,0.436735,0.454119,0,0.000406,0.000406,0.000059,0,21,352,1,10,0.006957
Origami Lavender Incense/Candl Set,Origami Lavender Incense/Candl Set,Product,28,1963,5,0.465108,0.479432,0.000006,0.001577,0.001577,0.000089,0,14,782,0.698413,264,0.027214
Charlie & Lola Wastepaper Bin Blue,Charlie & Lola Wastepaper Bin Blue,Product,77,7281,4,0.471504,0.490567,0.000054,0.00274,0.00274,0.000173,0,14,322,0.590909,1729,0.047523
Enamel Measuring Jug Cream,Enamel Measuring Jug Cream,Product,189,18806,5,0.492814,0.519692,0.000044,0.011412,0.011412,0.000238,0,7,242,0.724811,12877,0.193773
Metal 4 Hook Hanger French Chateau,Metal 4 Hook Hanger French Chateau,Product,540,53243,4,0.542804,0.595453,0.000488,0.030382,0.030382,0.000548,0,5,208,0.621501,90447,0.513832
Small Glass Sundae Dish Clear,Small Glass Sundae Dish Clear,Product,26,1828,5,0.467696,0.481095,0.000002,0.00167,0.00167,0.000078,0,5,260,0.756923,246,0.028795
Camouflage Design Teddy,Camouflage Design Teddy,Product,7,3368,5,0.4084,0.428633,0,0.000389,0.000389,0.000099,0,11,498,0.904762,19,0.00658
Squarecushion Cover Pink Union Jack,Squarecushion Cover Pink Union Jack,Product,5,313,5,0.368495,0.384536,0,0.000178,0.000178,0.000061,0,5,139,1,10,0.003018
Paperweight Kings Choice,Paperweight Kings Choice,Product,13,767,5,0.405982,0.426535,0,0.000394,0.000394,0.00007,0,14,345,0.858974,67,0.00692
Green Birdhouse Decoration,Green Birdhouse Decoration,Product,26,1827,5,0.459288,0.474731,0.000001,0.001742,0.001742,0.000081,0,5,823,0.858462,279,0.029731
Red Retrospot Plate,Red Retrospot Plate,Product,444,68474,4,0.527851,0.57454,0.000247,0.024303,0.024303,0.00064,0,7,638,0.611179,60107,0.411791
Party Invites Jazz Hearts,Party Invites Jazz Hearts,Product,75,5854,4,0.473904,0.492006,0.000003,0.004796,0.004796,0.000115,0,7,153,0.846126,2348,0.0815
Red Retrospot Picnic Bag,Red Retrospot Picnic Bag,Product,614,85165,4,0.550021,0.608947,0.000333,0.032091,0.032091,0.000775,0,21,328,0.54679,102901,0.543439
Ivory Wicker Heart Small,Ivory Wicker Heart Small,Product,304,27706,4,0.511281,0.546399,0.000072,0.017602,0.017602,0.000311,0,16,453,0.716541,33001,0.297998
Wrap Alphabet Poster,Wrap Alphabet Poster,Product,195,25345,4,0.482235,0.513718,0.000023,0.010903,0.010903,0.000266,0,6,273,0.720381,13626,0.184502
Red Spot Ceramic Drawer Knob,Red Spot Ceramic Drawer Knob,Product,556,78816,4,0.542465,0.597371,0.000312,0.03116,0.03116,0.000721,0,5,490,0.614084,94747,0.526797
Wall Art Loves' Secret,Wall Art Loves' Secret,Product,17,2276,5,0.399571,0.42083,0,0.000625,0.000625,0.000091,0,5,516,1,136,0.01065
Gentleman Shirt Repair Kit,Gentleman Shirt Repair Kit,Product,451,46765,4,0.528708,0.576138,0.000092,0.026988,0.026988,0.000457,0,14,383,0.687263,69740,0.456419
French Blue Metal Door Sign 7,French Blue Metal Door Sign 7,Product,45,7216,5,0.465856,0.482214,0.000001,0.002483,0.002483,0.000154,0,5,635,0.894949,886,0.04243
Blue Polkadot Garden Parasol,Blue Polkadot Garden Parasol,Product,2,175,5,0.401665,0.42115,0,0.000094,0.000094,0.000069,0,21,517,1,1,0.001629
Magic Drawing Slate Spaceboy,Magic Drawing Slate Spaceboy,Product,582,77169,4,0.545416,0.60252,0.000507,0.031106,0.031106,0.000736,0,11,737,0.554933,93823,0.526213
Strawbry Scented Votive Candle,Strawbry Scented Votive Candle,Product,100,11758,5,0.477639,0.498011,0.000038,0.004479,0.004479,0.000206,0,5,22,0.571515,2829,0.076508
Jumbo Bag Vintage Leaf,Jumbo Bag Vintage Leaf,Product,964,201087,4,0.597022,0.677571,0.001124,0.046789,0.046789,0.001735,0,21,598,0.441155,204769,0.791456
Cosy Hour Cigar Box Matches,Cosy Hour Cigar Box Matches,Product,116,15592,4,0.478956,0.500831,0.000002,0.00753,0.00753,0.000182,0,16,135,0.915892,6109,0.127137
Coffee Mug Dog + Ball Design,Coffee Mug Dog + Ball Design,Product,127,13674,4,0.488198,0.508506,0.000029,0.009199,0.009199,0.000193,0,5,743,0.849394,6796,0.156115
Vintage Leaf Magnetic Notepad,Vintage Leaf Magnetic Notepad,Product,494,49465,4,0.535113,0.58522,0.000138,0.029714,0.029714,0.000471,0,16,693,0.689803,83998,0.501613
Heart Filigree Dove Large,Heart Filigree Dove Large,Product,367,46286,4,0.522244,0.561237,0.000078,0.022326,0.022326,0.000453,0,5,798,0.709176,47629,0.377708
Woven Frost Cushion Cover,Woven Frost Cushion Cover,Product,43,2457,5,0.469719,0.484644,0,0.003454,0.003454,0.000078,0,16,851,1,903,0.058781
Plasters In Tin Skulls,Plasters In Tin Skulls,Product,936,140068,4,0.595521,0.673254,0.00089,0.046328,0.046328,0.001237,0,7,134,0.459973,201275,0.783337
Box Of 6 Christmas Cake Decorations,Box Of 6 Christmas Cake Decorations,Product,378,37864,4,0.518917,0.560725,0.000224,0.023241,0.023241,0.000375,0,16,450,0.736278,52462,0.392378
Hand Warmer Bird Design,Hand Warmer Bird Design,Product,841,137022,4,0.579626,0.653492,0.000796,0.042244,0.042244,0.001232,0,16,188,0.483602,170818,0.714113
Recycled Acapulco Mat Lavender,Recycled Acapulco Mat Lavender,Product,6,884,5,0.411365,0.431159,0,0.000116,0.000116,0.000097,0,7,388,1,15,0.002071
Fairy Tale Cottage Night Light,Fairy Tale Cottage Night Light,Product,522,60103,4,0.538319,0.590624,0.000163,0.030211,0.030211,0.000559,0,7,74,0.638758,86859,0.510441
Red Vintage Spot Beaker,Red Vintage Spot Beaker,Product,354,48344,4,0.517269,0.556568,0.000047,0.022038,0.022038,0.000446,0,7,420,0.745491,46579,0.372773
English Rose Notebook A7 Size,English Rose Notebook A7 Size,Product,868,95127,4,0.586805,0.660399,0.002224,0.04276,0.04276,0.000996,0,14,901,0.460734,173364,0.724081
Ping! Microwave Plate,Ping! Microwave Plate,Product,64,3702,5,0.473474,0.490145,0,0.004956,0.004956,0.000088,0,16,91,0.999504,2015,0.083989
Vintage Union Jack Shopping Bag,Vintage Union Jack Shopping Bag,Product,12,672,5,0.45377,0.468752,0,0.000706,0.000706,0.000064,0,5,568,0.909091,60,0.01215
Woodland Stickers,Woodland Stickers,Product,149,12701,5,0.485831,0.509971,0.000019,0.00969,0.00969,0.00017,0,7,850,0.787684,8685,0.164328
Woodland Small Pink Felt Heart,Woodland Small Pink Felt Heart,Product,17,1336,5,0.431958,0.451656,0.000005,0.000999,0.000999,0.000084,0,16,610,0.808824,110,0.016937
Green Polkadot Bowl,Green Polkadot Bowl,Product,275,31339,4,0.506118,0.539684,0.000038,0.017215,0.017215,0.000316,0,7,262,0.76292,28743,0.291594
Party Cones Candy Decoration,Party Cones Candy Decoration,Product,255,22611,4,0.505235,0.536262,0.000021,0.016639,0.016639,0.000251,0,16,284,0.810005,26232,0.281536
Hello Sailor Blue Soap Holder,Hello Sailor Blue Soap Holder,Product,2,108,5,0.435859,0.453159,0,0.000203,0.000203,0.000058,0,7,703,1,1,0.003529
Red Gingham Rose Jewellery Box,Red Gingham Rose Jewellery Box,Product,506,50674,4,0.538541,0.588897,0.000076,0.031152,0.031152,0.000472,0,7,626,0.719008,91864,0.525761
Motoring Tissue Box,Motoring Tissue Box,Product,165,17176,4,0.493654,0.517364,0.000131,0.008514,0.008514,0.00026,0,14,177,0.561419,7596,0.145362
Assorted Colour Mini Cases,Assorted Colour Mini Cases,Product,124,10826,5,0.483129,0.504662,0.000009,0.009011,0.009011,0.00015,0,21,142,0.888408,6775,0.152863
Single Antique Rose Hook Ivory,Single Antique Rose Hook Ivory,Product,251,21809,4,0.504159,0.534983,0.000053,0.0162,0.0162,0.000256,0,5,167,0.795028,24944,0.274048
Childs Garden Fork Pink,Childs Garden Fork Pink,Product,97,8937,4,0.476678,0.496674,0.000025,0.006403,0.006403,0.000168,0,11,464,0.789304,3675,0.108759
Set Of 6 Girls Celebration Candles,Set Of 6 Girls Celebration Candles,Product,222,15651,4,0.500672,0.529195,0.000009,0.015509,0.015509,0.000188,0,7,35,0.865762,21238,0.262349
Feltcraft Cushion Butterfly,Feltcraft Cushion Butterfly,Product,253,30906,4,0.504648,0.535655,0.000077,0.016535,0.016535,0.000319,0,11,830,0.803093,25601,0.279807
Regency Cakestand 3 Tier,Regency Cakestand 3 Tier,Product,1545,313223,4,0.697724,0.792178,0.018648,0.055999,0.055999,0.003427,0,7,444,0.235819,281271,0.954613
Tree T-Light Holder Willie Winkie,Tree T-Light Holder Willie Winkie,Product,32,2485,5,0.450553,0.468592,0,0.002053,0.002053,0.000078,0,16,442,0.969758,481,0.034666
Set Of 2 Trays Home Sweet Home,Set Of 2 Trays Home Sweet Home,Product,7,393,5,0.445014,0.461026,0,0.000418,0.000418,0.000062,0,16,736,0.904762,19,0.007203
Red Retrospot Mini Cases,Red Retrospot Mini Cases,Product,321,32986,4,0.51028,0.54803,0.000099,0.018213,0.018213,0.000339,0,7,182,0.671515,34489,0.308633
Sweetheart Recipe Book Stand,Sweetheart Recipe Book Stand,Product,326,28902,4,0.511783,0.549565,0.000039,0.021096,0.021096,0.000301,0,5,125,0.785314,41602,0.356467
White Goose Feather Tree 60cm,White Goose Feather Tree 60cm,Product,6,328,5,0.401788,0.422013,0.000749,0.000176,0.000176,0.000134,0,16,77,0.333333,5,0.003066
Vintage Bead Pink Purse,Vintage Bead Pink Purse,Product,291,22096,4,0.512387,0.545664,0.000384,0.013604,0.013604,0.000334,0,14,128,0.549662,23193,0.233411
Love Building Block Word,Love Building Block Word,Product,395,36746,4,0.521826,0.564627,0.000149,0.023638,0.023638,0.000395,0,5,874,0.712832,55469,0.399831
Cream Slice Flannel Chocolate Spot,Cream Slice Flannel Chocolate Spot,Product,5,539,5,0.360742,0.375799,0,0.000079,0.000079,0.000065,0,5,568,1,10,0.001443
Vintage Glass T-Light Holder,Vintage Glass T-Light Holder,Product,272,22636,4,0.505529,0.538789,0.000032,0.016816,0.016816,0.000254,0,5,214,0.766117,28236,0.284261
Set Of 6 3d Kit Cards For Kids,Set Of 6 3d Kit Cards For Kids,Product,532,45689,4,0.53988,0.592799,0.000213,0.031005,0.031005,0.000457,0,16,2,0.66724,94245,0.523722
6 Egg House Painted Wood,6 Egg House Painted Wood,Product,10,642,5,0.458803,0.472506,0,0.000972,0.000972,0.000063,0,7,102,1,45,0.01678
Wall Art Classic Puddings,Wall Art Classic Puddings,Product,119,12016,5,0.473302,0.497307,0.000087,0.006151,0.006151,0.000218,0,5,516,0.670987,4711,0.104537
Flowers Stickers,Flowers Stickers,Product,26,1657,5,0.468116,0.481351,0,0.00193,0.00193,0.000074,0,14,176,0.935385,304,0.033105
Paper Bunting Paisley Park,Paper Bunting Paisley Park,Product,56,4384,5,0.446692,0.469071,0.000001,0.002586,0.002586,0.000102,0,11,597,0.944156,1454,0.043942
Tea Party Wrapping Paper,Tea Party Wrapping Paper,Product,228,33573,4,0.493935,0.525678,0.000066,0.013058,0.013058,0.00034,0,6,303,0.708208,18327,0.221321
Rose Caravan Doorstop,Rose Caravan Doorstop,Product,39,2419,5,0.46778,0.482758,0,0.003145,0.003145,0.000079,0,21,139,0.933873,692,0.053591
Measuring Tape Babushka Red,Measuring Tape Babushka Red,Product,27,2001,5,0.44252,0.462196,0.000001,0.001571,0.001571,0.000078,0,7,335,0.937322,329,0.026646
Vintage Cream Dog Food Container,Vintage Cream Dog Food Container,Product,216,18373,5,0.500672,0.528422,0.000042,0.013523,0.013523,0.000237,0,21,138,0.803101,18648,0.229218
Parisienne Jewellery Drawer,Parisienne Jewellery Drawer,Product,105,7904,4,0.483219,0.502079,0.000012,0.007559,0.007559,0.000136,0,7,147,0.893407,4878,0.128442
Vintage Bells Garland,Vintage Bells Garland,Product,103,8002,5,0.477027,0.497627,0.000076,0.006296,0.006296,0.000141,0,16,126,0.895679,4705,0.106364
Easter Decoration Hanging Bunny,Easter Decoration Hanging Bunny,Product,100,10350,5,0.478604,0.498619,0.000057,0.00337,0.00337,0.000201,0,14,843,0.460404,2279,0.058486
Emergency First Aid Tin,Emergency First Aid Tin,Product,462,40002,4,0.533033,0.580072,0.000065,0.028712,0.028712,0.000396,0,11,763,0.738832,78679,0.484968
